_id,INSEGNA,CLASSIFICAZIONE,INDIRIZZO,MUNICIPIO,TIPOLOGIA ESERCIZIO,SINGOLE,DOPPIE,TRIPLE,QUADRUPLE,QUINTUPLE,TOTALE CAMERE,POSTI LETTO
5969,B&B LEOPARDI,Categoria unica,"VIA LEOPARDI, 54",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,1,2
5970,B&B LES SUITES,Categoria unica,"VIA BIELLA, 12",Municipio VII (ex Mun IX),BED & BREAKFAST,,,,,,3,6
5971,B&B LILLY'S HOUSE,Categoria unica,"VIA GIACINTO DE VECCHI PIERALICE, 20",Municipio XIII (ex Mun XVIII),BED & BREAKFAST,,,,,,3,5
5972,B&B LIVING,Categoria unica,"VIA DOMENICO TARDINI, 5",Municipio XIII (ex Mun XVIII),BED & BREAKFAST,,,,,,3,5
5973,B&B LIVING SAN PIETRO,Categoria unica,"VIA GREGORIO VII, 407",Municipio X (ex Mun XIII),BED & BREAKFAST,,,,,,2,4
5974,BB LOST IN ROMA,Categoria unica,"VIA CELIMONTANA, 28",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,2,4
5975,B/B LOVELY ROME,Categoria unica,"VIA FLAVIO STILICONE, 10",Municipio VII (ex Mun X),BED & BREAKFAST,,,,,,3,6
5976,B&B LUNGOMARE DI ROMA,Categoria unica,"VIA DELLE OCEANINE, 7",Municipio X (ex Mun XIII),BED & BREAKFAST,,,,,,2,3
5977,B&B MAESTOSO,Categoria unica,"VIA PAOLO PARUTA, 3",Municipio VII (ex Mun IX),BED & BREAKFAST,,,,,,3,6
5978,B&B MAMMA MIA,Categoria unica,"VIA EMANUELE FILIBERTO, 73",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,6
5979,B&B MANZONI HOLIDAYS,Categoria unica,"PORTA MAGGIORE, 23",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,3
5980,B&B MARTINI HOUSE,Categoria unica,"VIA VOGHERA, 31",Municipio VII (ex Mun IX),BED & BREAKFAST,,,,,,3,6
5981,B&B MAXIMILIAN,Categoria unica,"VIA GERMANICO, 79",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,1,3
5982,B&B MISSI,Categoria unica,"VIA SALARIA, 95",Municipio II (ex Mun II),BED & BREAKFAST,,,,,,3,6
5983,B&B MONTI 152,Categoria unica,"VIA GIOVANNI LANZA, 152",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,"",3
5984,B&B MUSEI VATICANI,Categoria unica,"VIA SEBASTIANO VENIERO, 78",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,2,5
5985,B&B NEAR VATICAN,Categoria unica,"VIALE DEI BASTIONI DI MICHELANGELO, 5",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,1,2
5986,BB NEL PARCO,Categoria unica,"VIA UMBERTO CALOSSO, 19",Municipio IV (ex Mun V),BED & BREAKFAST,,,,,,2,4
5987,B&B NEW LIBERTY IN ROME,Categoria unica,"VIA MONDOVI', 9",Municipio VII (ex Mun IX),BED & BREAKFAST,,,,,,2,3
5988,B&B NEW ROMA,Categoria unica,"VIA AURELIA, 641",Municipio XIII (ex Mun XVIII),BED & BREAKFAST,,,,,,1,2
5989,B&B NICOLA E MATTEO,Categoria unica,"VIA ALESSANDRO SEVERO, 189",Municipio VIII (ex Mun XI),BED & BREAKFAST,,,,,,3,5
5990,B&B NICOLO' III A S. PIETRO,Categoria unica,"VIA NICOLO' III, 8",Municipio XIII (ex Mun XVIII),BED & BREAKFAST,,,,,,2,4
5991,B&B NONNA CLARA,Categoria unica,"VIA SCICLI, 70",Municipio VI (ex Mun VIII),BED & BREAKFAST,,,,,,3,6
5992,B&B NONNA LINA,Categoria unica,"VIA BALDO DEGLI UBALDI, 190",Municipio XIII (ex Mun XVIII),BED & BREAKFAST,,,,,,3,6
5993,B&B OLYMPUS,Categoria unica,"PIAZZA VITTORIO EMANUELE II, 55",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,6
5994,B&B OPPIUS,Categoria unica,"VIA MERULANA, 61/A",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,6
5995,B/B ORO283,Categoria unica,"VIALE DELLE MEDAGLIE D'ORO, 283",Municipio XIV (ex Mun XIX),BED & BREAKFAST,,,,,,3,5
5996,B&B ORTI DI TRASTEVERE,Categoria unica,"LARGO BERNARDINO DA FELTRE, 1",Municipio XII (ex Mun XVI),BED & BREAKFAST,,,,,,3,6
5997,B&B OTTAVIA,Categoria unica,"VIA DI CASAL DEL MARMO, 37",Municipio XIV (ex Mun XIX),BED & BREAKFAST,,,,,,3,6
5998,B&B OZANAM 65,Categoria unica,"VIA FEDERICO OZANAM, 65",Municipio XII (ex Mun XVI),BED & BREAKFAST,,,,,,1,2
5999,B&B PARINI HOUSE,Categoria unica,"VIA GIUSEPPE PARINI, 7",Municipio XII (ex Mun XVI),BED & BREAKFAST,,,,,,3,6
6000,B&B PARIOLI GARDEN,Categoria unica,"VIA ALESSANDRO SERPIERI, 7",Municipio II (ex Mun III),BED & BREAKFAST,,,,,,3,6
6001,B&B PENTHOUSE APPIO CLAUDIO,Categoria unica,"VIA SESTIO CALVINO, 121",Municipio V (ex Mun VII),BED & BREAKFAST,,,,,,2,6
6002,B&B PERTEMPI,Categoria unica,"BORGO VITTORIO, 27",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,1,2
6003,B&B PETER PAN,Categoria unica,"VIA LUIGI ARNALDO VASSALLO, 10",Municipio IV (ex Mun V),BED & BREAKFAST,,,,,,3,6
6004,B&B PROFUMO DI ROMA,Categoria unica,"VIA GALLIA, 10",Municipio VII (ex Mun IX),BED & BREAKFAST,,,,,,3,4
6005,B&B RHEGIUM ROMA,Categoria unica,"VIA SAN REMO, 1",Municipio VII (ex Mun IX),BED & BREAKFAST,,,,,,2,4
6006,B&B RIVETTI,Categoria unica,"VIA ERMANNO RIVETTI, 2",Municipio VI (ex Mun VIII),BED & BREAKFAST,,,,,,2,3
6007,B&B ROMA,Categoria unica,"VIA ANASTASIO II, 139",Municipio XIII (ex Mun XVIII),BED & BREAKFAST,,,,,,3,6
6008,B&B ROMA,Categoria unica,"VIA AVICENNA, 19",Municipio VIII (ex Mun XI),BED & BREAKFAST,,,,,,2,4
6009,B&B ROMA AL VATICANO,Categoria unica,"VIA VESPASIANO, 52",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,2,5
6010,B&B ROMA CAPOCCIA,Categoria unica,"VIA NOASCA, 97",Municipio XIII (ex Mun XVIII),BED & BREAKFAST,,,,,,3,5
6011,BB ROMA IL GIRASOLE,Categoria unica,"VIA DEI CONCIATORI, 9",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,2,4
6012,BB ROMA LUDOVISI,Categoria unica,"VIA LUCANIA, 13",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,2,3
6013,B&B ROMA MARIA,Categoria unica,"VIA PRINCIPE UMBERTO, 85",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,2,3
6014,B&B ROMA NAIF,Categoria unica,"VIA PRINCIPE EUGENIO, 90",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,5
6015,B&B ROMA SWEET HOME,Categoria unica,"VIA TOMMASO CAMPANELLA, 68",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,2,5
6016,B&B ROMA VATICANO,Categoria unica,"CIRCONVALLAZIONE TRIONFALE, 36",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,2,3
6017,B&B ROMARTE MONTEMARIO,Categoria unica,"VIA MADESIMO, 27","",BED & BREAKFAST,,,,,,2,4
6018,B&B ROME CHARMING HOUSE,Categoria unica,"VIA NIZZA, 45",Municipio II (ex Mun II),BED & BREAKFAST,,,,,,3,6
6019,B&B ROME'S ANGEL,Categoria unica,"VIA CARLO CATTANEO, 22",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,2,4
6020,B/B ROME'S CORE,Categoria unica,"VIA DEI LEUTARI, 23",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,2,5
6021,B&B ROSE ANTICHE,Categoria unica,"VIA AGOSTINO VALIERO, 12",Municipio XIII (ex Mun XVIII),BED & BREAKFAST,,,,,,3,5
6022,B&B SABRINA HOME,Categoria unica,"VIA FEDERICO NANSEN, 54",Municipio VIII (ex Mun XI),BED & BREAKFAST,,,,,,2,4
6023,B&B SAN GIOVANNI IN LATERANO,Categoria unica,"VIA EMANUELE FILIBERTO, 271",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,1,2
6024,B&B SAN PIETRO'S HOME,Categoria unica,"VIA COLA DI RIENZO, 271",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,3,6
6025,B&B SAVOIA,Categoria unica,"VIA SAVOIA, 72",Municipio II (ex Mun II),BED & BREAKFAST,,,,,,3,6
6026,B&B SERGIO,Categoria unica,"VIA PRINCIPE EUGENIO, 3",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,2,5
6027,B&B SOGNO A SAN PIETRO,Categoria unica,"VIA GIULIO VENTICINQUE, 23",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,2,5
6028,B&B S.P.Q.R.,Categoria unica,"VIA DEI MONTI DI PIETRALATA, 32",Municipio IV (ex Mun V),BED & BREAKFAST,,,,,,3,6
6029,BB SS. QUATTRO AL COLOSSEO,Categoria unica,"VIA DEI SS. QUATTRO, 64",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,2,4
6030,B&B STYLE,Categoria unica,"VIA MONTELEONE SABINO, 36",Municipio IV (ex Mun V),BED & BREAKFAST,,,,,,1,2
6031,B&B SUNFLOWER,Categoria unica,"VIA TOMMASO CAMPANELLA, 68",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,2,5
6032,B&B SUSANNA,Categoria unica,"VIA RIMINI, 25",Municipio VII (ex Mun IX),BED & BREAKFAST,,,,,,3,6
6033,B&B TACITO 41,Categoria unica,"VIA TACITO, 41",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,3,3
6034,B&B TERESITA,Categoria unica,"PIAZZA AUGUSTO ALBINI, 5",Municipio VIII (ex Mun XI),BED & BREAKFAST,,,,,,1,2
6035,B&B TERMINI HOUSE,Categoria unica,"VIA DEL CASTRO PRETORIO, 24",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,2,4
6036,B&B TEULADA 52,Categoria unica,"VIA TEULADA, 52",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,3,5
6037,B&B TEVERE,Categoria unica,"LUNGOTEVERE FLAMINIO, 62",Municipio II (ex Mun II),BED & BREAKFAST,,,,,,2,2
6038,B&B THE FLOWER,Categoria unica,"VIA MOCENIGO, 16",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,1,2
6039,B&B THE WALKING ROME,Categoria unica,"PIAZZALE MARESCIALLO GIARDINO, 1",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,3,6
6040,B&B TIBER,Categoria unica,"VIA TEODORO PATERAS, 27",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,5
6041,B&B TORLONIA,Categoria unica,"VIA ANTONIO BOSIO, 20/B",Municipio II (ex Mun III),BED & BREAKFAST,,,,,,2,6
6042,B&B TRASTEVERE 94,Categoria unica,"VIALE DI TRASTEVERE, 94",Municipio XII (ex Mun XVI),BED & BREAKFAST,,,,,,3,6
6043,B&B TRASTEVEREINBED,Categoria unica,"VIA ANGELO BELLANI, 45",Municipio XII (ex Mun XVI),BED & BREAKFAST,,,,,,2,5
6044,B&B TRENTA,Categoria unica,"VIA DI VIGNA JACOBINI, 30",Municipio XI (ex Mun XV),BED & BREAKFAST,,,,,,1,2
6045,B&B VATICAN SUITES MAGIC HOLIDAYS,Categoria unica,"VIALE VATICANO, 67",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,3,5
6046,B&B VECCHIA STAZIONE,Categoria unica,"PIAZZA IPPOLITO NIEVO, 21",Municipio XII (ex Mun XVI),BED & BREAKFAST,,,,,,2,4
6047,B&B VENUS,Categoria unica,"VIA GOITO, 29",Municipio II (ex Mun III),BED & BREAKFAST,,,,,,2,4
6048,B&B VERDEBLU,Categoria unica,"VIA FRANCESCO SIVORI, 63",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,2,5
6049,B&B VERDONI,Categoria unica,"VIA DEI VERDONI, 43",Municipio VI (ex Mun VIII),BED & BREAKFAST,,,,,,3,5
6050,B&B VILLA CARPEGNA HOLIDAYS,Categoria unica,"PIAZZA DI VILLA CARPEGNA, 41",Municipio XIII (ex Mun XVIII),BED & BREAKFAST,,,,,,2,4
6051,B&B VILLA GRAZIELLA,Categoria unica,"VIA DI CASTEL DI LEVA, 330P",Municipio IX (ex Mun XII),BED & BREAKFAST,,,,,,3,6
6052,B&B VILLA URBANI,Categoria unica,"VIALE TRENTA APRILE, 2",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,6
6053,B&B VISSCONTI,Categoria unica,"VIA PIETRO ERCOLE VISCONTI, 38",Municipio X (ex Mun XIII),BED & BREAKFAST,,,,,,1,3
6054,BB W. IN ROME,Categoria unica,"PIAZZA DI S. COSIMATO, 40",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,2,5
6055,B.B. ZAFFIRO,Categoria unica,"VIA LA SPEZIA, 92",Municipio VII (ex Mun IX),BED & BREAKFAST,,,,,,2,4
6056,B&B ZEN TRASTEVERE HOLIDAY,Categoria unica,"VIALE DI TRASTEVERE, 60",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,2,4
6057,B&B ZOE,Categoria unica,"VIALE DI TRASTEVERE, 60",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,2,4
6058,B&B 2 HORSES,Categoria unica,"VIA PIETRO COSSA, 13",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,2,4
6059,B&B 5 STELLE,Categoria unica,"VIA BOEZIO, 33",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,2,4
6060,BBAGLIARVALI,Categoria unica,"VIA DEL BOSCO DEGLI ARVALI, 79",Municipio XI (ex Mun XV),BED & BREAKFAST,,,,,,2,3
6061,BBANFITEATROCASTRENSE,Categoria unica,"VIALE CASTRENSE, 33",Municipio VII (ex Mun IX),BED & BREAKFAST,,,,,,3,6
6062,BBAURELIA,Categoria unica,"VIA AURELIA, 596",Municipio XIII (ex Mun XVIII),BED & BREAKFAST,,,,,,3,6
6063,B&B@ROMA DI ZACCHINI,Categoria unica,"VIA RUGGERO FIORE, 19",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,2,5
6064,BBTUSCOLO,Categoria unica,"VIA CERVETERI, 18",Municipio VII (ex Mun IX),BED & BREAKFAST,,,,,,2,3
6065,BB22,Categoria unica,"VIALE CARSO, 22",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,3,6
6066,BB360,Categoria unica,"VIA SILLA, 2/A",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,3,6
6067,BEAUTIFUL ROOM,Categoria unica,"VIA GIROLAMO SAVONAROLA, 39",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,3,6
6068,BEAUTIFUL VILLA IN ROME WITH GARDEN AND COMFORTS,Categoria unica,"VIA SILVESTRI, 20 a",Municipio XII (ex Mun XVI),BED & BREAKFAST,,,,,,2,3
6069,BEAUTY MONN,Categoria unica,"VIA PASQUALE DEL GIUDICE, 15",Municipio VII (ex Mun X),BED & BREAKFAST,,,,,,1,2
6070,BeB GARBATA E BELLA,Categoria unica,"VIA GIOVANNI MARIA PERCOTO, 5",Municipio VIII (ex Mun XI),BED & BREAKFAST,,,,,,2,4
6071,BeB GUSTE',Categoria unica,"VIA FREGENE, 67",Municipio VII (ex Mun IX),BED & BREAKFAST,,,,,,3,6
6072,BeB TUSCOLANA 830,Categoria unica,"VIA TUSCOLANA, 830",Municipio VII (ex Mun X),BED & BREAKFAST,,,,,,3,5
6073,BEB 2012,Categoria unica,"VIA LUIGI ARNALDO VASSALLO, 10",Municipio IV (ex Mun V),BED & BREAKFAST,,,,,,3,6
6074,BED & BREAKFAST - AREA 51,Categoria unica,"VIA DEL CASALETTO, 51",Municipio XII (ex Mun XVI),BED & BREAKFAST,,,,,,2,4
6075,BED & BREAKFAST & COURTESY,Categoria unica,"VIA NATALE DEL GRANDE, 12",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,1,2
6076,BED & BREAKFAST BABU,Categoria unica,"VIA LUIGI LODI, 60",Municipio III (ex Mun IV),BED & BREAKFAST,,,,,,1,2
6077,BED & PUPPETS,Categoria unica,"VIA EDOARDO JENNER, 8",Municipio XII (ex Mun XVI),BED & BREAKFAST,,,,,,3,5
6078,BED AND BREAKFAST BUS 86,Categoria unica,"VIA CARLO MUSCETTA, 180",Municipio III (ex Mun IV),BED & BREAKFAST,,,,,,2,3
6079,BED AND BREAKFAST FELICIA,Categoria unica,"VIA MAGNAGRECIA, 103",Municipio VII (ex Mun IX),BED & BREAKFAST,,,,,,3,5
6080,BED AND BREAKFAST L'AMACA,Categoria unica,"VIA DEL FORTE BRASCHI, 23",Municipio XIII (ex Mun XVIII),BED & BREAKFAST,,,,,,3,6
6081,BED AND BREAKFAST OTTAVIANO AUGUSTO,Categoria unica,"VIA OTTAVIANO, 25",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,2,4
6082,BED AND BREAKFAST PAOLA,Categoria unica,"VIA BIXIO, 41",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,6
6083,BED AND BREAKFAST ROMA CENTRO EST,Categoria unica,"VIA DI S. ROMANO, 8",Municipio IV (ex Mun V),BED & BREAKFAST,,,,,,2,5
6084,BED AND BREAKFAST TESTACCIO,Categoria unica,"PIAZZA DI S. MARIA LIBERATRICE, 4",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,6
6085,BED CINECITTA',Categoria unica,"VIALE GIULIO AGRICOLA, 33",Municipio VII (ex Mun X),BED & BREAKFAST,,,,,,2,6
6086,BED LA NAVICELLA,Categoria unica,"VIA DI S. ERASMO, 24",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,1,3
6087,"BED ""PEGASO""",Categoria unica,"VIA CRESCENZIO, 74",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,2,4
6088,BED ROOMS ROME,Categoria unica,"VIA AURELIA, 145",Municipio XIII (ex Mun XVIII),BED & BREAKFAST,,,,,,3,6
6089,BED YOUR BREAKFAST,Categoria unica,"VIA FLAMINIA, 215",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,2,4
6090,BEDANDBREAKFASTWHITEHOUSE,Categoria unica,"VIA SEBASTIANO VENIERO, 37",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,1,2
6091,BED&BREAKFAST MONUMENTAL RHOME,Categoria unica,"VIA CARDINAL MISTRANGELO, 59",Municipio XIII (ex Mun XVIII),BED & BREAKFAST,,,,,,3,5
6092,BED&BREAKFAST PARCO DI NERONE,Categoria unica,"VIA DI S. GIOVANNI IN LATERANO, 28",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,6
6093,BED-PAOLO B&B,Categoria unica,"VIA MARCO VALERIO CORVO, 44",Municipio VII (ex Mun X),BED & BREAKFAST,,,,,,2,3
6094,BEL AMI',Categoria unica,"VIA CORFINIO, 23",Municipio VII (ex Mun IX),BED & BREAKFAST,,,,,,3,6
6095,BELLAVENTURA B&B,Categoria unica,"PIAZZALE DEI PARTIGIANI, 7",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,5
6096,BELLE EPOQUE,Categoria unica,"VIA LUCIO COILIO, 15",Municipio X (ex Mun XIII),BED & BREAKFAST,,,,,,2,5
6097,BELLEZZA B&B,Categoria unica,"VIALE GIULIO CESARE, 151",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,3,6
6098,BELON B&B,Categoria unica,"VIA PIETRO BELON, 120",Municipio VI (ex Mun VIII),BED & BREAKFAST,,,,,,2,3
6099,BELTRAMELLI B&B,Categoria unica,"LARGO ANTONIO BELTRAMELLI, 1C",Municipio IV (ex Mun V),BED & BREAKFAST,,,,,,2,4
6100,BENVENUTI A ROMA,Categoria unica,"VIA ANASTASIO II, 274",Municipio XIII (ex Mun XVIII),BED & BREAKFAST,,,,,,3,5
6101,BERTUCCI INTERNO 1,Categoria unica,"PIAZZA CONFIENZA, 3",Municipio II (ex Mun III),BED & BREAKFAST,,,,,,2,3
6102,BESIDE THE VATICAN,Categoria unica,"VIA DEL GELSOMINO, 100",Municipio XIII (ex Mun XVIII),BED & BREAKFAST,,,,,,3,6
6103,BEST PANTHEON B&B,Categoria unica,"CORSO VITTORIO EMANUELE II, 21",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,6
6104,BEST PLACE B&B,Categoria unica,"VIA FILIPPO TURATI, 13",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,4
6105,BI BI PESCI,Categoria unica,"VIALE DEGLI AMMIRAGLI, 71",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,2,5
6106,BIANCAGIULIA,Categoria unica,"VIA PRINCIPE AMEDEO, 149",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,2,5
6107,BIANCORE,Categoria unica,"PIAZZA DI S. MARIA MAGGIORE, 12",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,6
6108,BIBI E ROMEO'S HOME,Categoria unica,"VIA ANDREA DORIA, 36",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,"",3
6109,BIG JOHNNY B,Categoria unica,"VIA PIETRO GIANNONE, 28",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,2,3
6110,BINARIO 26,Categoria unica,"LARGO CAMESENA, 5",Municipio IV (ex Mun V),BED & BREAKFAST,,,,,,1,2
6111,BIOCASA AL COLOSSEO B&B,Categoria unica,"VIA ANNIA, 62",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,1,2
6112,BIOLOGICO B&B,Categoria unica,"VIA CAVALESE, 28",Municipio XV (ex Mun XX),BED & BREAKFAST,,,,,,3,6
6113,BIO-MIDORI ORIENTAL SUITE,Categoria unica,"VIA MARCO AURELIO, 43",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,2,4
6114,BLACKBERRY HOUSE B&B,Categoria unica,"VIA EMANUELE FILIBERTO, 233",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,5
6115,BLANCO VATICANO,Categoria unica,"VIA CATONE, 29",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,3,6
6116,BLESS 2 B,Categoria unica,"VIA CARLO ALBERTO, 30",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,6
6117,BLU INDACO,Categoria unica,"VIA REGALBUTO, 44",Municipio VI (ex Mun VIII),BED & BREAKFAST,,,,,,1,2
6118,BLUEBERRY ROOMS,Categoria unica,"VIA CASIMIRO GENNARI, 8",Municipio XIII (ex Mun XVIII),BED & BREAKFAST,,,,,,2,4
6119,BNBEASY,Categoria unica,"VIA OSTIENSE, 73",Municipio VI (ex Mun VIII),BED & BREAKFAST,,,,,,3,6
6120,BOBO HOUSE,Categoria unica,"VIA BALILLA, 5",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,1,2
6121,BOEZIO 43 B&B,Categoria unica,"VIA BOEZIO, 43",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,3,5
6122,BONNY B&B,Categoria unica,"VIA PRINCIPE AMEDEO, 149",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,6
6123,BOTTONE HOUSE,Categoria unica,"VIA GIUSEPPE ANDREOLI, 2",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,2,3
6124,BOUTIQUE B&B GRIFONE,Categoria unica,"VIA DEL GRIFONE, 9",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,1,2
6125,BREAD & BUTTER B&B,Categoria unica,"PIAZZA DEI NAVIGATORI, 23",Municipio VIII (ex Mun XI),BED & BREAKFAST,,,,,,1,2
6126,BREAD AND ROSES,Categoria unica,"VIA SILLA, 3",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,2,6
6127,BREAKFAST IN BED,Categoria unica,"VIA MAGNAGRECIA, 14",Municipio VII (ex Mun IX),BED & BREAKFAST,,,,,,2,4
6128,BRILLI,Categoria unica,"VIA TASSO, 32",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,6
6129,BUONANOTTE GARIBALDI B&B,Categoria unica,"VIA GARIBALDI, 83",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,6
6130,BUONANOTTE ROMA B&B,Categoria unica,"VIA RATTAZZI, 57",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,2,5
6131,BUONE VACANZE B&B,Categoria unica,"PIAZZA DI S. MARIA MAGGIORE, 12",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,6
6132,BUONGIORNO PIGNETO,Categoria unica,"VIA ROBERTO MALATESTA, 58",Municipio V (ex Mun VI),BED & BREAKFAST,,,,,,2,4
6133,BYE BYE ROMA PANTHEON SUITE,Categoria unica,"VIA DI PIE' DI MARMO, 6",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,5
6134,B6B PIAZZA DELLA LIBERTA',Categoria unica,"PIAZZA DELLA LIBERTA', 4",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,3,6
6135,CACAO B&B,Categoria unica,"VIALE JONIO, 308",Municipio III (ex Mun IV),BED & BREAKFAST,,,,,,2,4
6136,CAFFE' E CUSCINO B&B,Categoria unica,"VIA GAETA, 70",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,2,4
6137,CAGLIARI HOUSE B&B,Categoria unica,"VIA CAGLIARI, 13",Municipio II (ex Mun III),BED & BREAKFAST,,,,,,3,5
6138,CALISTO 6 B&B,Categoria unica,"PIAZZA DI S. CALISTO, 6",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,6
6139,CAMEO,Categoria unica,"PIAZZA DEL RISORGIMENTO, 55",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,2,4
6140,CAMERE CIPRO B&B,Categoria unica,"VIA CIPRO, 46",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,3,5
6141,CANEPA B&B,Categoria unica,"VIA PRINCIPE AMEDEO, 137",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,1,2
6142,CAPOCCHIA HOUSE,Categoria unica,"VIA OTTORINO LAZZARINI, 5",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,2,5
6143,CAPRICCI ROMANI,Categoria unica,"VIA DI PORTA CASTELLO, 33",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,3,6
6144,CARDILLI,Categoria unica,"VIA MILANO, 49",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,6
6145,CARDINAL INN,Categoria unica,"VIA OSTIA, 28",Municipio I (ex Mun XVII),BED & BREAKFAST,,,,,,2,4
6146,CARUSOBAND B&B,Categoria unica,"VIA RATTAZZI, 57",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,4
6147,CASA ALLA RAMPA,Categoria unica,"PIAZZA DI SPAGNA, 35",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,3,4
6148,CASA AMICIZIA B&B,Categoria unica,"PIAZZA DI S. MARIA MAGGIORE, 12",Municipio I (ex Mun I),BED & BREAKFAST,,,,,,2,4
6149,CASA ARCOBALENO,Categoria unica,"VIA DI VIGNA CONSORTI, 80A",Municipio XI (ex Mun XV),BED & BREAKFAST,,,,,,2,3
6150,CASA ARIOLI,Categoria unica,"SALITA DEI BORGIA, 4","",BED & BREAKFAST,,,,,,2,5
